Plot,Event,Temperature_C
AGFO1,AGFOTweety2003Jun040757AM,16
AGFO1,AGFOTweety2003Jun040757AM,16
AGFO1,AGFOTweety2003Jun040757AM,16
AGFO1,AGFOTweety2003Jun040757AM,16
AGFO1,AGFOTweety2003Jun040757AM,16
